index,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,405,459.5,0.72,F[B-]([N+]1=CC=CC1=C2NCC=C)(F)N3C2=CC=C3,ethyl acetate,book,38.1,0.656,0.603,0,0.542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,399,444.5,0.27,F[B-](N1C2=CC=C1)(F)N3C(/C2=[N+](C)\C)=CC=C3,ethyl acetate,book,38.1,0.656,0.603,0,0.542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,399,444.5,0.27,F[B-]([N+]1=CC=CC1=C2N(C)C)(F)N3C2=CC=C3,ethyl acetate,book,38.1,0.656,0.603,0,0.542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,326,396,0.05,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)S3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,335,396,0.35,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,341,420,0.39,O(C)C1OC(C2N(C)N=C3C=CC=CC=23)=CC=1,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,355,428,0.27,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(C)=O)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,364,441,0.22,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C=O)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,364,438,0.12,O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=C4,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,362,437,0.11,O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=N4,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,345,399,0.56,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(OCC)=O)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,331,396,0.31,CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)S3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,342,390,0.65,CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,339,417,0.05,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(NC)=O)S3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,450,548,0.01,CN1N=C2C(C=CC=C2)=C1C3=CC=C(O3)/C=C(C#N)/C#N,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,332,409,0.05,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,340,409,0.3,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,346,429,0.3,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(OC)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,363,458,0.68,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(C)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,371,473,0.73,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,352,429,0.53,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(OCC)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,381,509,0.32,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,362,465,0.17,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,367,457,0.35,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,367,458,0.48,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(OC)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,401,576,0.14,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(C)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,411,602,0.01,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,389,525,0.67,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(OCC)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,348,451,0.24,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,362,457,0.51,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,372,490,0.82,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(OC)O3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,368,416,0.24,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(C)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,372,426,0.15,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,364,454,0.1,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(OCC)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,357,479,0.47,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,394,539,0.18,CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,385,542,0.17,CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(S3)C(C)=O,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,384,566,0.06,CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC4=C(S3)C=CC=C4,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,402,605,0.01,CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(CC4=CC=CC=C4)C=C3,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,400,632,0.01,CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(C)C4=C3C=CC=C4,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,368,463,0.8,CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)C,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,362,456,0.81,CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)CO,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,363,444,0.66,CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC4=C(O3)C=CC=C4,MeCN ,10.1021/jacs.5b09241,45.6,0.645,0.974,0.044,0.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,530.5,561,0.07,F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,MeCN ,10.1021/acsomega.8b00753,45.6,0.645,0.974,0.044,0.286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,533,562,0.04,F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC(F)=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,MeCN ,10.1021/acsomega.8b00753,45.6,0.645,0.974,0.044,0.286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,530,559,0.09,F[B-]1(F)N2C=CC=C2C(C3=CC(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)=CC=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,MeCN ,10.1021/acsomega.8b00753,45.6,0.645,0.974,0.044,0.286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,533.5,564,0.02,F[B-]1(F)N2C=CC=C2C(C3=CC=C(C(OC(C4=CC=C(C(F)(F)F)C=C4)C(NC(C)(C)C)=O)=O)C=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,MeCN ,10.1021/acsomega.8b00753,45.6,0.645,0.974,0.044,0.286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,337,432,0.45,CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,348,554,0.23,CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,392,528,0.43,CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,,420,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,,452,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C#N)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,,432,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C(F)(F)F)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,,410,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(OC)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,,430,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,,416,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(C#N)C=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,,416,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(C(F)(F)F)C=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,,420,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(OC)C=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,,481,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,,474,,CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,,560,,CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=CC=C5)=C2,Diethyl ether,10.1039/c6cc02184k,34.5,0.617,0.385,0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,,343,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=CC=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,,476,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C#N)C=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,,458,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C(F)(F)F)C=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,,428,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(OC)C=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,,468,,CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,,432,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(C#N)C=C4)=NN3C(C5=CC=CC=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,,434,,CNC1=NC=NC2=C1C3=CC(C4=CC=C(C(F)(F)F)C=C4)=NN3C(C5=CC=CC=C5)=C2,DMF,10.1039/c6cc02184k,43.2,0.759,0.977,0.031,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
